ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	2759	2722	2751	2714	2666	2656	2725
2	2759	2722	2751	2714	2666	2656	2725
3	2759	2722	2751	2714	2666	2656	2725
4	2760	2723	2752	2715	2666	2656	2725
5	2759	2724	2751	2714	2666	2656	2725
6	2760	2723	2752	2715	2666	2656	2725
7	2759	2722	2753	2714	2666	2657	2725
8	2759	2724	2751	2714	2666	2656	2725
9	2759	2722	2751	2714	2666	2658	2725
10	2759	2722	2751	2714	2666	2656	2725
11	2759	2722	2751	2714	2666	2656	2725
12	2759	2722	2751	2714	2666	2656	2725
13	2760	2723	2752	2715	2666	2656	2725
14	2759	2722	2751	2714	2666	2656	2725
15	2759	2722	2751	2714	2666	2658	2725
16	2760	2723	2752	2715	2666	2656	2725
17	2760	2723	2752	2715	2666	2656	2725
18	2761	2723	2752	2714	2666	2656	2726
19	2760	2723	2752	2715	2666	2656	2725
20	2760	2723	2752	2715	2666	2656	2725
