ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	2299	2270	2297	2247	2203	2188	2279
2	2299	2271	2297	2248	2203	2188	2279
3	2299	2271	2297	2247	2203	2188	2279
4	2299	2270	2297	2247	2203	2188	2279
5	2300	2272	2298	2249	2203	2188	2280
6	2299	2271	2297	2247	2204	2188	2279
7	2299	2270	2297	2247	2203	2188	2279
8	2299	2271	2297	2248	2203	2189	2281
9	2300	2272	2298	2250	2205	2190	2280
10	2300	2272	2298	2250	2205	2190	2280
11	2299	2270	2297	2247	2203	2188	2279
12	2299	2271	2297	2247	2203	2188	2279
13	2300	2272	2299	2249	2206	2188	2280
14	2299	2271	2297	2248	2203	2188	2279
15	2299	2271	2297	2248	2203	2188	2279
16	2299	2271	2297	2248	2203	2188	2279
17	2299	2271	2297	2248	2203	2188	2279
18	2300	2272	2298	2251	2205	2190	2280
19	2299	2271	2297	2247	2203	2188	2279
20	2300	2272	2297	2252	2207	2188	2280
