ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	7298	7213	7229	7226	7173	7269	7333
2	7299	7214	7230	7226	7174	7269	7334
3	7298	7213	7229	7226	7174	7269	7334
4	7298	7213	7229	7226	7173	7269	7333
5	7298	7213	7229	7226	7173	7269	7333
6	7298	7213	7229	7226	7174	7269	7334
7	7300	7213	7229	7226	7174	7270	7334
8	7299	7213	7229	7226	7174	7269	7334
9	7298	7213	7229	7226	7174	7269	7334
10	7299	7213	7229	7226	7173	7271	7333
11	7298	7213	7229	7226	7173	7269	7333
12	7298	7213	7229	7226	7173	7269	7333
13	7299	7213	7229	7226	7174	7269	7334
14	7299	7213	7229	7226	7173	7271	7333
15	7299	7213	7229	7226	7174	7269	7334
16	7298	7213	7229	7226	7174	7269	7334
17	7298	7213	7229	7226	7173	7269	7333
18	7301	7213	7229	7227	7173	7272	7335
19	7298	7213	7229	7226	7173	7269	7333
20	7299	7214	7229	7226	7174	7269	7334
