ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	25447	25691	25369	25256	25485	25493	25385
2	25448	25692	25370	25257	25486	25493	25386
3	25449	25691	25369	25258	25486	25493	25385
4	25448	25692	25369	25257	25486	25493	25386
5	25449	25691	25369	25259	25486	25493	25385
6	25448	25693	25369	25256	25486	25493	25386
7	25448	25692	25369	25256	25486	25493	25386
8	25449	25691	25369	25259	25486	25493	25385
9	25447	25691	25369	25256	25485	25493	25385
10	25447	25691	25369	25256	25485	25493	25385
11	25448	25693	25369	25256	25486	25493	25386
12	25447	25691	25369	25260	25485	25493	25385
13	25449	25691	25369	25261	25486	25493	25386
14	25449	25691	25369	25258	25486	25493	25385
15	25450	25694	25371	25262	25487	25493	25387
16	25447	25691	25369	25256	25485	25493	25385
17	25448	25692	25369	25256	25486	25493	25386
18	25449	25691	25372	25258	25486	25493	25385
19	25447	25691	25369	25256	25485	25493	25385
20	25448	25692	25369	25256	25486	25493	25386
