ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	5751	5821	5729	5750	5872	5749	5818
2	5752	5822	5730	5751	5873	5749	5818
3	5751	5821	5729	5750	5872	5749	5818
4	5752	5822	5730	5751	5873	5749	5818
5	5751	5821	5731	5752	5874	5749	5818
6	5751	5821	5731	5752	5874	5749	5818
7	5751	5821	5731	5752	5874	5749	5818
8	5751	5821	5729	5750	5872	5749	5818
9	5751	5821	5731	5752	5874	5749	5818
10	5751	5821	5729	5750	5872	5749	5818
11	5751	5823	5732	5752	5874	5750	5818
12	5751	5821	5731	5752	5874	5749	5818
13	5752	5822	5730	5751	5873	5749	5818
14	5751	5821	5731	5752	5874	5749	5818
15	5751	5821	5729	5750	5872	5749	5818
16	5751	5821	5731	5752	5874	5749	5818
17	5751	5821	5731	5752	5874	5749	5818
18	5753	5821	5731	5752	5874	5749	5818
19	5751	5821	5731	5752	5874	5749	5818
20	5751	5824	5733	5752	5874	5749	5818
