ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	12296	12420	12208	12261	12348	12278	12320
2	12297	12420	12209	12262	12348	12279	12320
3	12296	12420	12210	12263	12348	12279	12320
4	12296	12420	12210	12263	12348	12279	12320
5	12296	12420	12210	12263	12348	12279	12320
6	12296	12420	12210	12263	12348	12279	12320
7	12296	12420	12210	12263	12348	12279	12320
8	12297	12420	12209	12262	12348	12279	12320
9	12296	12420	12210	12263	12348	12279	12320
10	12296	12420	12210	12263	12348	12279	12320
11	12296	12420	12210	12263	12348	12279	12320
12	12296	12420	12210	12263	12348	12279	12320
13	12296	12420	12210	12263	12348	12279	12320
14	12296	12420	12208	12261	12348	12278	12320
15	12296	12420	12210	12263	12348	12279	12320
16	12296	12420	12210	12263	12348	12279	12320
17	12296	12420	12210	12263	12348	12279	12320
18	12296	12420	12210	12263	12348	12279	12320
19	12296	12420	12210	12263	12348	12279	12320
20	12296	12420	12210	12263	12348	12279	12320
