ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	11362	11467	11265	11327	11383	11341	11385
2	11362	11467	11265	11327	11383	11341	11385
3	11363	11468	11266	11328	11383	11342	11385
4	11363	11468	11266	11328	11383	11342	11385
5	11363	11468	11266	11328	11383	11342	11385
6	11362	11467	11265	11327	11383	11341	11385
7	11363	11468	11267	11327	11383	11342	11385
8	11362	11467	11265	11327	11383	11341	11385
9	11363	11468	11266	11328	11383	11342	11385
10	11363	11468	11266	11328	11383	11342	11385
11	11363	11468	11267	11327	11383	11342	11385
12	11364	11467	11268	11328	11383	11343	11385
13	11362	11467	11265	11327	11383	11341	11385
14	11364	11467	11268	11328	11383	11344	11385
15	11363	11468	11266	11328	11383	11342	11385
16	11362	11467	11265	11327	11383	11341	11385
17	11363	11468	11266	11328	11383	11342	11385
18	11362	11467	11265	11327	11383	11341	11385
19	11362	11467	11265	11327	11383	11341	11385
20	11362	11467	11265	11327	11383	11341	11385
