ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	27970	28108	27790	27683	27875	27892	27778
2	27970	28108	27790	27684	27876	27892	27778
3	27970	28108	27790	27683	27875	27892	27778
4	27970	28108	27790	27683	27875	27892	27778
5	27970	28108	27790	27683	27877	27892	27778
6	27970	28108	27790	27683	27876	27892	27778
7	27970	28108	27790	27683	27876	27892	27778
8	27970	28108	27790	27683	27878	27892	27778
9	27970	28108	27790	27684	27876	27892	27778
10	27970	28108	27790	27683	27875	27892	27778
11	27970	28108	27790	27683	27876	27892	27778
12	27970	28108	27790	27683	27876	27892	27778
13	27970	28108	27790	27683	27876	27892	27778
14	27970	28108	27790	27683	27875	27892	27778
15	27970	28108	27790	27683	27876	27892	27778
16	27970	28108	27790	27683	27875	27892	27778
17	27970	28108	27790	27683	27876	27892	27778
18	27970	28108	27790	27683	27876	27892	27778
19	27970	28108	27790	27684	27876	27892	27778
20	27970	28108	27790	27683	27878	27892	27778
