ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	778	758	763	775	833	831	794
2	779	759	764	776	834	832	795
3	779	759	765	777	834	832	794
4	778	758	763	775	833	831	794
5	779	759	764	777	834	832	796
6	779	759	764	777	834	832	796
7	779	759	765	777	834	832	794
8	778	758	763	775	833	831	794
9	779	759	764	777	834	832	796
10	778	758	763	775	833	831	794
11	779	759	764	776	834	832	795
12	778	758	763	775	833	831	794
13	779	759	764	776	834	832	795
14	779	759	764	777	834	832	796
15	779	759	764	777	834	832	796
16	778	760	763	778	835	832	794
17	779	759	765	777	834	832	794
18	779	759	764	777	834	832	796
19	779	759	764	776	834	832	795
20	778	758	763	775	833	831	794
